distance,confidence,lat,lon
14043,100,33.7243503,-118.2752084
14043,100,33.7243525,-118.2752128
13920,100,33.7243571,-118.2752172
13945,100,33.7243609,-118.2752189
13917,100,33.7243671,-118.2752193
13822,100,33.7243727,-118.2752179
13890,100,33.7243772,-118.275216
13822,100,33.7243824,-118.2752138
13870,100,33.7243873,-118.2752107
13762,100,33.7243907,-118.2752085
13633,100,33.7243954,-118.2752052
13777,100,33.724399,-118.2752025
13679,100,33.7244034,-118.2751991
13913,100,33.7244068,-118.2751953
13877,100,33.7244098,-118.2751928
13897,100,33.724413,-118.2751889
13886,100,33.7244159,-118.2751859
13862,100,33.724419,-118.2751816
13842,100,33.7244227,-118.2751781
13963,100,33.7244252,-118.2751748
14020,100,33.7244286,-118.275171
14004,100,33.7244308,-118.2751683
14086,100,33.7244337,-118.2751647
14075,100,33.7244374,-118.2751613
14083,100,33.7244398,-118.2751586
14054,100,33.7244431,-118.2751548
14056,100,33.7244462,-118.2751507
13965,100,33.7244483,-118.2751474
13918,100,33.7244511,-118.2751431
13850,100,33.7244534,-118.2751393
13905,100,33.7244562,-118.2751349
13777,100,33.724459,-118.2751301
13866,100,33.7244613,-118.2751262
13676,100,33.724464,-118.2751218
13786,100,33.7244661,-118.2751187
13718,100,33.7244687,-118.2751143
13794,100,33.7244711,-118.2751098
13798,100,33.7244731,-118.2751057
13585,100,33.7244758,-118.2751001
13833,100,33.7244784,-118.2750938
13603,100,33.7244801,-118.2750881
13696,100,33.7244815,-118.2750795
13680,100,33.7244809,-118.2750727
13590,100,33.7244798,-118.2750655
13663,100,33.7244785,-118.2750584
13668,100,33.7244775,-118.2750527
13621,100,33.7244762,-118.2750458
13716,100,33.7244752,-118.275041
13682,95,33.7244729,-118.2750341
13687,95,33.7244713,-118.2750265
13625,100,33.724469,-118.2750204
13628,100,33.7244666,-118.2750135
13825,100,33.7244632,-118.2750073
13562,100,33.7244609,-118.2750034
13663,100,33.7244572,-118.2749991
13711,100,33.7244538,-118.2749963
13703,100,33.72445,-118.2749936
13809,100,33.7244456,-118.2749914
13659,100,33.724442,-118.2749901
13799,100,33.7244382,-118.2749882
13696,100,33.7244345,-118.2749873
13791,100,33.7244319,-118.2749863
13838,100,33.7244278,-118.274985
13719,100,33.7244243,-118.2749837
13688,100,33.72442,-118.2749819
13785,100,33.7244155,-118.2749804
13726,100,33.7244124,-118.2749792
13643,100,33.7244083,-118.2749779
13763,100,33.7244044,-118.2749774
13750,100,33.7244002,-118.2749761
13785,100,33.7243959,-118.2749747
13695,100,33.7243921,-118.274973
13744,100,33.7243874,-118.2749708
13667,100,33.7243827,-118.2749686
13683,100,33.7243792,-118.2749672
13727,100,33.7243738,-118.2749658
13795,100,33.7243692,-118.2749646
13874,100,33.7243642,-118.2749637
13806,100,33.7243597,-118.2749631
13878,100,33.7243565,-118.2749624
13906,100,33.7243526,-118.2749619
13888,100,33.724349,-118.2749609
13775,100,33.7243441,-118.2749603
13759,100,33.7243387,-118.2749594
13802,100,33.7243346,-118.2749587
13756,100,33.72433,-118.2749575
13728,100,33.7243251,-118.274957
13818,100,33.7243216,-118.2749567
13778,100,33.7243173,-118.2749566
13835,100,33.7243133,-118.2749564
13781,100,33.7243086,-118.2749562
13744,100,33.7243042,-118.2749562
13898,100,33.7243013,-118.2749561
13834,100,33.7242975,-118.2749567
13726,100,33.7242945,-118.2749574
13872,100,33.7242903,-118.2749582
13801,100,33.7242857,-118.2749588
13722,100,33.7242815,-118.2749592
13843,100,33.724276,-118.2749597
13866,100,33.7242699,-118.274961
13964,100,33.7242658,-118.2749628
13874,100,33.7242615,-118.2749662
13930,100,33.7242573,-118.2749691
13892,100,33.7242521,-118.2749729
13881,100,33.7242477,-118.2749771
13870,100,33.7242451,-118.2749801
13944,100,33.7242416,-118.2749847
13858,100,33.7242393,-118.274989
13894,100,33.7242361,-118.2749939
13909,100,33.7242328,-118.2749992
13916,100,33.7242305,-118.2750033
13904,100,33.7242278,-118.2750084
13857,100,33.7242263,-118.2750123
13916,100,33.7242244,-118.2750173
13880,100,33.7242223,-118.2750222
13825,100,33.7242209,-118.2750264
13813,100,33.724219,-118.275031
13902,100,33.7242179,-118.2750348
13862,100,33.7242161,-118.2750393
13952,100,33.7242149,-118.2750446
13886,100,33.7242138,-118.2750485
14019,100,33.7242127,-118.2750532
13861,100,33.7242123,-118.2750579
13905,100,33.7242123,-118.2750627
13884,100,33.7242122,-118.2750682
13971,100,33.7242116,-118.2750736
13882,100,33.7242113,-118.2750774
13897,100,33.7242106,-118.2750826
13912,100,33.7242102,-118.275087
14038,100,33.7242098,-118.2750928
13983,100,33.7242102,-118.275099
13981,100,33.7242104,-118.2751035
14028,100,33.7242108,-118.2751099
14122,100,33.7242114,-118.2751155
14004,100,33.7242126,-118.2751216
14167,100,33.7242133,-118.2751268
14030,100,33.724214,-118.2751327
14046,100,33.7242153,-118.2751384
14147,100,33.7242159,-118.275143
14068,100,33.7242171,-118.2751495
14098,100,33.7242185,-118.2751555
14036,100,33.7242188,-118.2751588
14139,100,33.7242192,-118.2751624
14130,100,33.7242193,-118.2751661
14210,100,33.7242198,-118.2751691
14174,100,33.7242208,-118.2751729
14159,100,33.7242218,-118.2751763
14072,100,33.7242232,-118.2751792
14094,100,33.7242251,-118.2751828
14099,100,33.7242271,-118.2751862
14056,100,33.7242291,-118.2751898
14210,100,33.7242322,-118.2751936
14295,100,33.7242345,-118.275197
14098,100,33.7242375,-118.2752007
14125,100,33.7242404,-118.2752036
14106,100,33.7242438,-118.2752072
14080,100,33.7242481,-118.2752107
14111,100,33.7242507,-118.2752129
14171,100,33.7242547,-118.2752156
14078,100,33.724258,-118.2752176
14074,100,33.7242618,-118.2752196
14040,100,33.7242659,-118.2752216
14177,100,33.7242693,-118.2752234
14138,100,33.7242731,-118.2752251
14105,100,33.7242769,-118.2752269
14074,100,33.7242802,-118.2752283
14165,100,33.7242845,-118.2752302
14087,100,33.7242879,-118.2752307
14177,100,33.7242919,-118.2752315
14159,100,33.7242966,-118.2752324
14109,100,33.7242995,-118.2752325
14165,100,33.7243037,-118.2752333
14177,100,33.7243075,-118.2752336
14292,100,33.7243123,-118.2752343
14145,100,33.7243175,-118.2752347
14084,100,33.7243219,-118.275235
14159,100,33.724328,-118.2752351
14066,100,33.7243315,-118.2752348
14063,100,33.7243368,-118.2752345
13999,100,33.7243423,-118.2752336
13933,100,33.7243464,-118.2752322
13929,100,33.7243512,-118.2752309
13995,100,33.7243568,-118.2752291
13845,100,33.7243609,-118.2752279
13829,100,33.7243661,-118.275226
13918,100,33.7243708,-118.2752241
13731,100,33.7243759,-118.2752218
13692,100,33.7243803,-118.2752193
13842,100,33.7243839,-118.2752171
13738,100,33.7243881,-118.2752143
13732,100,33.7243909,-118.2752121
13739,100,33.7243956,-118.2752089
13718,100,33.7243995,-118.2752058
13723,100,33.7244027,-118.2752031
13712,100,33.7244064,-118.2751999
13731,100,33.72441,-118.2751972
13837,100,33.7244123,-118.2751946
13908,100,33.7244154,-118.2751916
13991,100,33.7244181,-118.2751887
13849,100,33.7244216,-118.2751854
13987,100,33.7244252,-118.2751822
13939,100,33.7244284,-118.2751796
13925,100,33.7244318,-118.2751757
13992,100,33.7244354,-118.2751719
14015,100,33.724438,-118.275169
14007,100,33.7244406,-118.2751649
14074,100,33.7244433,-118.2751619
14034,100,33.7244459,-118.2751579
13997,100,33.7244487,-118.2751539
13845,100,33.7244509,-118.2751508
13904,100,33.7244539,-118.2751464
13842,100,33.7244558,-118.2751426
13865,100,33.7244589,-118.2751381
13810,100,33.7244613,-118.2751335
13676,100,33.7244635,-118.2751294
13829,100,33.7244657,-118.2751247
13874,100,33.7244686,-118.2751223
13747,100,33.7244704,-118.2751189
13793,100,33.7244714,-118.2751143
13798,100,33.7244702,-118.27511
13826,100,33.7244614,-118.2751116
13781,100,33.7244504,-118.2751167
13860,100,33.724441,-118.2751176
13976,100,33.7244295,-118.27512
13941,100,33.7244198,-118.2751226
13850,100,33.7244085,-118.2751265
13870,100,33.7243971,-118.2751307
13846,100,33.724387,-118.2751339
13787,100,33.724375,-118.2751384
13787,100,33.7243656,-118.2751411
13766,100,33.7243538,-118.2751461
13897,100,33.7243426,-118.2751516
13920,100,33.7243326,-118.2751546
13827,100,33.7243209,-118.2751593
13850,100,33.724309,-118.2751642
14013,100,33.7243002,-118.2751677
14019,100,33.7242884,-118.2751727
14039,100,33.7242769,-118.2751777
14027,100,33.724267,-118.2751812
14113,100,33.7242555,-118.2751859
14159,100,33.7242475,-118.2751891
14063,100,33.7242381,-118.2751929
14229,100,33.7242311,-118.2751966
14213,100,33.7242226,-118.2752006
14283,100,33.724214,-118.2752059
14273,100,33.7242072,-118.27521
14113,100,33.7241968,-118.2752169
14169,100,33.7241906,-118.2752251
14232,100,33.7241827,-118.2752362
14241,100,33.7241761,-118.2752488
14319,100,33.7241706,-118.2752592
14209,100,33.7241643,-118.2752726
14392,100,33.7241587,-118.275286
14349,100,33.7241525,-118.2752967
14364,100,33.7241473,-118.2753108
14316,100,33.7241419,-118.2753243
14315,100,33.7241373,-118.2753341
14312,100,33.7241314,-118.2753472
14248,100,33.7241262,-118.2753578
14130,100,33.7241203,-118.275371
14082,100,33.7241138,-118.2753834
14031,100,33.7241096,-118.2753931
13912,100,33.724103,-118.2754053
13885,100,33.7240977,-118.2754158
13964,100,33.7240916,-118.2754283
13940,100,33.7240847,-118.2754407
13968,100,33.7240793,-118.2754506
14051,100,33.7240741,-118.2754634
14035,100,33.7240699,-118.2754722
14130,100,33.7240666,-118.2754796
14114,100,33.724063,-118.2754842
14145,100,33.7240605,-118.2754876
14123,100,33.7240594,-118.2754921
14012,100,33.7240677,-118.2754984
13941,100,33.7240763,-118.2754979
13930,100,33.7240873,-118.2755008
13944,100,33.7240968,-118.2755052
14005,100,33.7241074,-118.2755093
14004,100,33.7241184,-118.2755133
13953,100,33.7241277,-118.2755165
13957,100,33.7241378,-118.2755199
14001,100,33.7241485,-118.2755242
13803,100,33.724156,-118.2755268
13854,100,33.7241663,-118.2755308
13898,100,33.7241751,-118.2755345
13896,100,33.7241863,-118.2755388
13913,100,33.7241973,-118.2755433
13791,100,33.7242052,-118.2755471
13904,100,33.7242157,-118.2755514
13823,100,33.7242243,-118.2755553
13751,100,33.724235,-118.2755597
13653,100,33.7242456,-118.275564
13574,100,33.7242548,-118.2755677
13368,100,33.7242658,-118.2755725
13236,100,33.7242766,-118.2755769
13238,100,33.7242851,-118.2755806
13214,100,33.7242958,-118.2755853
13168,100,33.7243044,-118.2755895
13237,100,33.7243157,-118.2755943
13221,100,33.7243274,-118.275599
13131,100,33.7243363,-118.2756024
13147,100,33.7243479,-118.275607
13146,100,33.7243577,-118.2756113
13054,100,33.7243685,-118.2756158
13020,100,33.7243785,-118.2756204
13003,100,33.724388,-118.2756249
13016,100,33.7243994,-118.27563
13040,100,33.7244111,-118.2756344
13038,100,33.7244197,-118.2756377
13024,100,33.7244304,-118.2756422
13052,100,33.7244394,-118.2756459
13054,100,33.7244463,-118.2756484
13087,100,33.7244509,-118.2756501
13036,100,33.7244562,-118.2756467
13016,100,33.7244625,-118.2756377
13115,100,33.7244671,-118.2756316
12992,100,33.7244721,-118.2756276
13008,100,33.7244749,-118.2756235
13047,100,33.7244762,-118.2756193
13064,100,33.7244698,-118.2756115
12956,100,33.7244591,-118.2756078
13040,100,33.7244513,-118.2756036
13014,100,33.7244404,-118.2755977
12992,100,33.7244312,-118.2755938
12960,100,33.7244202,-118.2755898
12939,100,33.724409,-118.2755869
13043,100,33.7244004,-118.2755849
13028,100,33.7243893,-118.2755807
12952,100,33.7243776,-118.2755777
13020,100,33.724368,-118.2755746
13210,100,33.7243566,-118.27557
13034,100,33.7243479,-118.2755658
13129,100,33.7243368,-118.2755614
13006,100,33.7243258,-118.2755571
13130,100,33.7243176,-118.2755537
13126,100,33.7243068,-118.275549
13147,100,33.7242973,-118.2755446
13240,100,33.724286,-118.2755399
13308,100,33.7242746,-118.2755358
13545,100,33.7242663,-118.2755316
13645,100,33.7242554,-118.2755272
13774,100,33.7242462,-118.2755233
13716,100,33.724235,-118.2755185
13884,100,33.7242235,-118.2755139
13892,100,33.724214,-118.2755101
13983,100,33.7242025,-118.2755061
14103,100,33.724191,-118.2755018
13940,100,33.7241827,-118.2754985
13939,100,33.724171,-118.2754944
13913,100,33.724161,-118.2754909
14012,100,33.7241495,-118.2754872
13963,100,33.7241384,-118.2754828
13936,100,33.7241298,-118.2754797
13968,100,33.7241181,-118.2754753
13872,100,33.7241084,-118.2754722
14003,100,33.7240968,-118.275468
13988,100,33.7240854,-118.2754643
14070,100,33.7240753,-118.2754615
14143,100,33.7240626,-118.2754585
14141,100,33.7240511,-118.2754556
14072,100,33.7240422,-118.2754533
14114,100,33.7240308,-118.2754506
13999,100,33.724021,-118.2754481
14019,100,33.7240092,-118.2754451
13928,100,33.7239973,-118.2754418
14048,100,33.7239881,-118.2754395
14122,100,33.7239763,-118.2754368
14254,100,33.7239651,-118.2754348
14258,100,33.7239554,-118.2754334
14086,100,33.7239435,-118.2754321
14088,100,33.7239334,-118.2754312
13973,100,33.7239214,-118.2754306
13951,100,33.7239087,-118.2754301
13744,100,33.7238995,-118.2754295
13886,100,33.7238874,-118.2754294
13914,100,33.7238775,-118.2754294
14020,100,33.7238661,-118.2754295
14074,100,33.7238544,-118.2754293
14139,100,33.7238456,-118.2754294
14126,100,33.7238338,-118.2754295
14166,100,33.7238243,-118.2754298
14095,100,33.7238131,-118.2754303
14312,100,33.7238015,-118.2754314
14182,100,33.7237921,-118.275432
14233,100,33.7237808,-118.2754336
14285,100,33.7237693,-118.2754343
14150,100,33.7237605,-118.2754354
14192,100,33.7237487,-118.2754364
14316,100,33.7237388,-118.2754377
14123,100,33.7237271,-118.275439
14174,100,33.7237158,-118.2754411
14320,100,33.7237073,-118.2754432
14174,100,33.7236959,-118.2754464
14375,100,33.7236864,-118.2754496
14359,100,33.7236752,-118.2754539
14371,100,33.7236641,-118.2754583
14319,100,33.7236548,-118.2754623
14186,100,33.7236434,-118.2754671
14197,100,33.723632,-118.2754723
14043,100,33.7236235,-118.2754767
14019,100,33.7236123,-118.2754824
13860,100,33.7236029,-118.2754873
13860,100,33.7235923,-118.275494
13806,100,33.7235822,-118.2755014
13589,100,33.7235743,-118.2755066
13512,100,33.723564,-118.2755138
13319,100,33.7235553,-118.2755204
13419,100,33.7235449,-118.2755282
13297,100,33.7235347,-118.2755363
13242,100,33.7235261,-118.2755432
13454,100,33.7235162,-118.2755517
13307,100,33.7235083,-118.2755579
13296,100,33.7234985,-118.2755667
12920,100,33.7234888,-118.2755754
12355,100,33.7234808,-118.2755828
11594,100,33.7234721,-118.275592
11442,100,33.7234642,-118.2756018
10735,100,33.7234577,-118.2756085
10245,100,33.7234571,-118.2756103
10549,100,33.7234566,-118.27561
10806,100,33.723456,-118.2756096
10642,100,33.7234553,-118.275609
10746,100,33.7234548,-118.275609
10387,100,33.7234546,-118.275609
10405,100,33.7234546,-118.275609
10658,95,33.7234546,-118.275609
10694,100,33.7234546,-118.275609
10644,100,33.7234546,-118.275609
10676,100,33.7234546,-118.275609
10402,100,33.7234546,-118.275609
10355,100,33.7234546,-118.275609
10628,100,33.7234546,-118.275609
10547,100,33.7234546,-118.275609
10849,100,33.7234546,-118.275609
10431,100,33.7234546,-118.275609
10509,100,33.7234546,-118.275609
